state_name,district_name,market_center_name,Variety,group_name,Arrival,MIN,MAX,MODAL,date_arrival
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,425,6125,7635,7175,14-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,420,6150,7650,7200,13-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,480,6150,7650,7175,12-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,500,6125,7620,7125,11-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,450,6100,7700,7200,10-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,500,6025,7660,7100,9-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,400,6000,7580,7200,6-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,6000,7610,7200,5-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,400,6000,7650,7150,4-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,6100,7810,7350,3-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,6000,7685,7250,2-Oct-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,300,6150,7750,7100,30-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,6250,7800,7090,29-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,260,6100,7650,7050,28-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,6000,7700,7150,27-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,180,6150,7650,7100,26-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,6200,7700,7000,25-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,260,6300,7800,7300,23-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,6250,7850,7150,22-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,140,6200,7800,7200,21-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,40,6150,7755,7150,20-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,50,6250,7890,7250,19-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7000,8000,7650,18-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,420,7200,8100,7750,16-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7250,8150,7700,14-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,260,7300,8100,7750,13-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,140,7400,8125,7800,12-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,7250,7900,7700,11-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7450,8175,7850,2-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7400,8000,7700,1-Sep-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,7450,8130,7755,31-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,160,7405,7975,7675,28-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,190,7425,8000,7700,26-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,135,7405,8010,7725,25-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,230,7375,7980,7705,24-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7350,7930,7700,23-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,130,7375,7955,7725,22-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,180,7355,7980,7700,21-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,240,7425,8055,7725,19-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,180,7375,8275,7850,18-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,110,7400,8440,7925,17-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,140,7375,8250,7900,16-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,85,7425,8455,8000,14-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,77.5,7355,8255,7875,12-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,7105,7990,7675,11-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,81.1,7125,8005,7700,10-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,70,7175,7920,7625,9-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,7155,7790,7575,8-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,82.1,7105,7675,7500,5-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,85,7055,7535,7250,4-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,7050,7525,7255,3-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,7005,7500,7300,2-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,70,6855,7400,7250,1-Aug-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,75,6915,7470,7275,31-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,65,6900,7465,7260,29-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,6750,7400,7200,28-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,7050,7490,7350,27-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,6950,7475,7325,26-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,6675,7275,7155,25-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,55,6500,7300,7205,24-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,65,7000,7405,7255,22-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,47,6750,7195,7140,21-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,6950,7275,7075,20-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,6950,7290,7085,19-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,350,6915,7240,7105,18-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,370,6925,7270,7075,17-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,6875,7280,7125,15-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,118,6900,7270,7125,14-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,6900,7275,7125,13-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,125,6905,7290,7150,12-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,70,6900,7260,7125,11-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,50,7000,7300,7175,10-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,6920,7195,7075,8-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,6900,7275,7125,7-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,25,6905,7250,7150,6-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,6950,7290,7170,5-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,84,6900,7345,7240,4-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,7000,7350,7200,3-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,51,7025,7325,7190,1-Jul-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,80,7000,7225,7125,30-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,7000,7200,7050,29-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,6950,7200,7075,28-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,97,7000,7250,7100,27-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,7000,7300,7125,26-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7000,7350,7125,24-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7000,7450,7225,23-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,195,7000,7555,7250,22-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,130,7000,7450,7300,21-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,63,6900,7400,7200,19-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,25,6750,7350,7200,13-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,95,7000,7450,7200,12-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,141,7000,7590,7300,10-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,145,7000,7650,7350,9-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,125,7000,7705,7350,8-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,116,7000,7795,7550,7-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,115,7000,7865,7650,6-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,110,7125,7915,7625,5-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,7025,7850,7500,3-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,115,7000,7730,7375,2-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,100,7000,7555,7300,1-Jun-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,210,7070,7575,7340,30-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,250,6800,7535,7045,29-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,155,6900,7320,7175,27-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,145,6900,7300,7110,26-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,145,6900,7320,7090,25-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,140,6750,7315,7055,24-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,150,6900,7345,7175,23-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,180,6750,7650,7250,22-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,165,6500,7650,7250,20-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,170,7350,7700,7450,19-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7400,7800,7625,18-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,165,7400,7750,7575,17-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,350,7250,7895,7800,16-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,153,7400,7820,7650,15-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7375,7800,7625,13-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,285,7755,8125,8000,12-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,154,7700,7965,7825,11-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,152,7605,7905,7750,10-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,148,7705,8190,7940,9-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,150,7700,8200,7950,8-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,130,7500,8100,7925,6-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,7600,8125,7850,5-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,135,7700,8175,7900,4-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,120,7700,8150,7950,3-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,110,7500,8300,8000,2-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,90,7600,8160,7950,1-May-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,150,7525,8225,7950,29-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,180,7505,8150,7960,28-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,205,7505,8150,7950,27-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,210,7500,8175,8000,26-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7575,8390,8100,25-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,235,7555,8385,8050,24-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,290,7575,8315,8050,22-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,281,7555,8390,8055,21-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,285,7755,8500,8125,20-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,7725,8460,8150,19-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,270,7700,8425,8150,18-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7775,8485,8175,17-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,230,7755,8495,8175,15-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,310,7750,8500,8150,14-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,380,7725,8460,8125,13-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,7705,8405,8105,12-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,350,7755,8500,8175,11-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7800,8590,8275,10-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7875,8650,8250,8-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,350,7805,8605,8205,7-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,240,7805,8500,8125,5-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,230,7705,8345,8025,4-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7755,8340,8005,3-Apr-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,180,7250,8155,7700,25-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7350,8175,7700,24-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,260,7450,8250,7800,23-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,7350,8240,7750,22-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7400,8170,7750,21-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,7400,8250,7900,20-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,200,7000,8080,7750,18-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,190,7250,8050,7900,17-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,180,7150,8000,7700,16-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7000,8000,7500,15-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7000,7955,7450,14-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,6900,7950,7500,13-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,300,7200,7900,7750,11-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,158,7500,8100,7905,10-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,140,7500,8095,7800,9-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,43,7500,8155,7850,7-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,140,7600,8305,7900,6-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,250,7625,8260,8100,4-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,7250,8250,7790,3-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,7720,8200,7910,2-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7820,8280,7900,1-Mar-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,7700,8260,8000,28-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,290,7700,8250,8125,27-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,300,7750,8400,8175,25-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,270,7825,8380,8150,24-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,7750,8450,8100,23-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,7700,8400,8250,22-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7675,8390,8200,21-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,7650,8350,8100,20-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,7725,8490,8200,17-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,7750,8525,8250,16-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,265,7725,8525,8230,15-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7625,8375,8125,13-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,260,7700,8350,8100,11-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7800,8350,8150,10-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,7800,8400,8190,9-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,350,7750,8450,8175,8-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,322.5,7700,8370,8100,7-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,350,7900,8340,8150,6-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,450,7750,8350,8150,4-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,520,7750,8425,8125,3-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,470,8025,8570,8250,2-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,600,8000,8560,8200,1-Feb-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,8000,8660,8350,28-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,520,7900,8530,8300,27-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,480,7750,8515,8250,25-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,500,7750,8500,8150,24-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,480,7950,8585,8250,23-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,600,7750,8625,8250,21-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,420,7950,8605,8350,20-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,400,8300,8755,8460,19-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,8250,8770,8515,18-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,300,7800,8605,8300,17-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,220,7750,8650,8250,16-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,7700,8610,8150,13-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7950,8600,8200,12-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,7900,8655,8250,11-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,400,8050,8880,8200,10-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,380,8000,8800,8400,9-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,8350,9015,8600,7-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,240,8000,8870,8100,6-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7900,8770,8350,4-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,300,7800,8725,8300,3-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,270,7750,8720,8250,2-Jan-23
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,280,8000,8700,8300,31-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,320,7900,8450,8250,30-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,7700,8200,7950,29-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,520,7650,8150,7850,28-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,520,7400,7900,7700,27-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,620,7750,8200,8000,26-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,560,7875,8400,8150,24-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,520,7950,8450,8150,23-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,440,8000,8500,8275,22-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,460,8100,8550,8300,21-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,440,8250,8625,8400,20-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,600,8250,8600,8425,19-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,400,8350,8800,8650,17-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,440,8350,8850,8650,16-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,400,8350,8900,8675,15-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,420,8450,8950,8750,14-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,580,8400,8900,8700,13-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,600,8500,9000,8750,12-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,8500,8950,8700,10-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,340,8500,8925,8675,9-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,360,8400,8850,8700,8-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,640,8450,8800,8675,7-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,600,8375,8750,8600,6-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,660,8500,9000,8800,5-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,460,8500,9100,8750,3-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,500,8650,9250,8850,2-Dec-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,640,8775,9060,8975,30-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,670,8750,9125,8950,29-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,600,8600,9200,9090,28-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,640,8750,9250,8950,26-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,260,8700,9300,9110,25-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,460,8500,9140,8800,24-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,600,8500,8940,8775,23-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,660,8275,8800,8700,22-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,700,8500,9090,8725,21-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,620,8750,9225,9125,19-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,440,9000,9435,9300,18-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,700,9025,9460,9400,17-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,260,9050,9550,9450,16-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,440,9025,9470,9300,15-Nov-22
Gujarat,Rajkot,Rajkot,Narma BT Cotton,Fibre Crops,460,9025,9625,9400,14-Nov-22
