date,rj_arrival,rj_price,kr_arrival,kr_price
8/17/2022,2.25,10400,1,11150
8/18/2022,2.25,10400,207,9316
8/19/2022,2,10500,6,11021
8/20/2022,3.201388889,10339.86111,71.33333333,10495.66667
8/21/2022,3.041666667,10365.83333,71.33333333,10495.66667
8/22/2022,1,9000,153,9390
8/23/2022,1,9000,91.75,10219.25
8/24/2022,2,12050,122,9909
8/25/2022,2.5,11250,176,9140
8/26/2022,5,11300,164.5,9265
8/27/2022,2.625,10900,164.5,9265
8/28/2022,2.625,10900,164.5,9265
8/29/2022,4.5,12090,123,8509
8/30/2022,5.1,12000,149.5,8824.5
8/31/2022,8,11250,149.5,8824.5
9/1/2022,3,10275,106,8250
9/2/2022,35,10080,114.5,8379.5
9/3/2022,5,10500,114.5,8379.5
9/4/2022,10.1,11032.5,114.5,8379.5
9/5/2022,11,10450,158,8076
9/6/2022,10,10000,132,8163
9/7/2022,6,10165,132,8163
9/8/2022,24,10750,129,7890
9/9/2022,28,10825,2,9480
9/10/2022,15,10350,96.33333333,8482
9/11/2022,15.66666667,10423.33333,96.33333333,8482
9/12/2022,35,9715,181,7791
9/13/2022,13,9450,1,9625
9/14/2022,8,9650,78.25,8696.5
9/15/2022,20,11735,158,8143
9/16/2022,10,9700,113.3333333,8519.666667
9/17/2022,14,9500,113.3333333,8519.666667
9/18/2022,16.66666667,9958.333333,113.3333333,8519.666667
9/19/2022,24,9235,247,7977
9/20/2022,30,9100,5,8693
9/21/2022,44,9000,136.6666667,8271
9/22/2022,50,8500,126,8335
9/23/2022,28,8800,126,8335
9/24/2022,54,9000,126,8335
9/25/2022,38.33333333,8939.166667,126,8335
9/26/2022,70,9150,5,8693
9/27/2022,64,9200,107.6111111,8384
9/28/2022,110,8850,101.8,8406.6
9/29/2022,157.5,8500,128,8107
9/30/2022,140,8250,128,8107
10/1/2022,145,8375,128,8107
10/2/2022,114.4166667,8720.833333,128,8107
10/3/2022,210,8600,132,7905
10/4/2022,185,8650,130,8006
10/5/2022,167.5,8475,130,8006
10/6/2022,320,8700,50,8070
10/7/2022,240,8625,91,7987.5
10/8/2022,250,8725,91,7987.5
10/9/2022,241,8660,34,8590
10/10/2022,390,8800,34,8590
10/11/2022,330,8850,39.33333333,8416.666667
10/12/2022,400,8750,2,6678
10/13/2022,450,8500,98,8234
10/14/2022,450,8450,42,8023
10/15/2022,400,8475,42,8023
10/16/2022,403.3333333,8637.5,44.66666667,7834
10/17/2022,440,8650,158,8257
10/18/2022,520,8650,86,7723
10/19/2022,400,8750,128,8245.5
10/20/2022,440,8700,147,7669
10/21/2022,420,8725,152.5,7963
10/22/2022,280,8575,152.5,7963
10/23/2022,416.6666667,8675,152.5,7963
10/24/2022,412,8680,149,7512
10/25/2022,385,8687.5,148,7590.5
10/26/2022,380,8666.666667,84,7963
10/27/2022,350,8650,8,7191
10/28/2022,280,8575,80.33333333,7555.333333
10/29/2022,370.6111111,8655.694444,80.33333333,7555.333333
10/30/2022,361.4,8651.833333,80.33333333,7555.333333
10/31/2022,510,8450,133,7500
11/1/2022,260,8700,75,7551.333333
11/2/2022,280,8750,70.5,7345.5
11/3/2022,300,8775,72,7646
11/4/2022,285,8900,102.5,7573
11/5/2022,320,9105,102.5,7573
11/6/2022,325.8333333,8780,102.5,7573
11/7/2022,360,9125,196,9553
11/8/2022,365,9150,1,8445
11/9/2022,400,9160,89.66666667,8548
11/10/2022,380,9015,99,8776
11/11/2022,350,9175,98.66666667,8924.666667
11/12/2022,390,9400,98.66666667,8924.666667
11/13/2022,374.1666667,9170.833333,98.66666667,8924.666667
11/14/2022,460,9400,134,9029
11/15/2022,440,9300,116.5,8902.5
11/16/2022,260,9450,116.5,8902.5
11/17/2022,700,9400,134,9029
11/18/2022,440,9300,134,9029
11/19/2022,620,9125,134,9029
11/20/2022,486.6666667,9329.166667,134,9029
11/21/2022,700,8725,24,8742
11/22/2022,660,8700,24,8742
11/23/2022,600,8775,24,8742
11/24/2022,460,8800,81,8613
11/25/2022,260,9110,52.5,8677.5
11/26/2022,640,8950,52.5,8677.5
11/27/2022,553.3333333,8843.333333,52.5,8677.5
11/28/2022,600,9090,149,8735
11/29/2022,670,8950,115,8674
11/30/2022,640,8975,115,8674
12/1/2022,562,9015,149,8746
12/2/2022,500,8850,149,8740.5
12/3/2022,460,8750,149,8740.5
12/4/2022,574,8923,149,8740.5
12/5/2022,660,8800,179,8827
12/6/2022,600,8600,164,8786.5
12/7/2022,640,8675,164,8786.5
12/8/2022,360,8700,148,8399
12/9/2022,340,8675,163.5,8613
12/10/2022,360,8700,163.5,8613
12/11/2022,493.3333333,8691.666667,163.5,8613
12/12/2022,600,8750,21,8051
12/13/2022,580,8700,84.5,8225
12/14/2022,420,8750,84.5,8225
12/15/2022,400,8675,106,8342
12/16/2022,440,8650,63.5,8196.5
12/17/2022,400,8650,63.5,8196.5
12/18/2022,473.3333333,8695.833333,63.5,8196.5
12/19/2022,600,8425,135,8205
12/20/2022,440,8400,120.5,8273.5
12/21/2022,460,8300,120.5,8273.5
12/22/2022,440,8275,85,8033
12/23/2022,520,8150,110,8119
12/24/2022,560,8150,110,8119
12/25/2022,503.3333333,8283.333333,110,8119
12/26/2022,620,8000,85,8033
12/27/2022,520,7700,85,8033
12/28/2022,520,7850,85,8033
12/29/2022,360,7950,48,7496
12/30/2022,320,8250,48,7496
12/31/2022,280,8300,48,7496
1/1/2023,436.6666667,8008.333333,48,7496
1/2/2023,270,8250,91,7804
1/3/2023,300,8300,69.5,7650
1/4/2023,320,8350,69.5,7650
1/5/2023,298,8290,63,8006
1/6/2023,240,8100,77,7905
1/7/2023,280,8600,77,7905
1/8/2023,282,8320,77,7905
1/9/2023,380,8400,92,8367
1/10/2023,400,8200,77.5,8186.5
1/11/2023,340,8250,77.5,8186.5
1/12/2023,320,8200,20,8343
1/13/2023,340,8150,56,8355
1/14/2023,356,8240,56,8355
1/15/2023,356,8240,56,8355
1/16/2023,220,8250,106,8142
1/17/2023,300,8300,63,8242.5
1/18/2023,280,8515,63,8242.5
1/19/2023,400,8460,97,8218
1/20/2023,420,8350,101.5,8180
1/21/2023,600,8250,101.5,8180
1/22/2023,370,8354.166667,101.5,8180
1/23/2023,480,8250,140,8188
1/24/2023,500,8150,118.5,8203
1/25/2023,480,8250,118.5,8203
1/26/2023,496,8250,140,8188
1/27/2023,520,8300,140,8188
1/28/2023,340,8350,140,8188
1/29/2023,464,8260,140,8188
1/30/2023,460,8262.5,228,7905
1/31/2023,446.6666667,8300,228,7905
2/1/2023,600,8200,228,7905
2/2/2023,470,8250,111,7863
2/3/2023,520,8125,169.5,7884
2/4/2023,450,8150,169.5,7884
2/5/2023,510,8181.25,169.5,7884
2/6/2023,350,8150,117,7692
2/7/2023,322.5,8100,103,7570
2/8/2023,350,8175,110.3333333,7708.333333
2/9/2023,360,8190,110,7631
2/10/2023,320,8150,110,7631
2/11/2023,260,8100,110,7631
2/12/2023,327.0833333,8144.166667,110,7631
2/13/2023,320,8125,126,7736
2/14/2023,322,8148,126,7736
2/15/2023,265,8230,126,7736
2/16/2023,280,8250,108,7919
2/17/2023,280,8200,117,7827.5
2/18/2023,286.25,8201.25,117,7827.5
2/19/2023,286.25,8201.25,117,7827.5
2/20/2023,360,8100,84,7599
2/21/2023,320,8200,96,7759
2/22/2023,340,8250,96,7759
2/23/2023,280,8100,90,7588
2/24/2023,270,8150,87,7593.5
2/25/2023,300,8175,87,7593.5
2/26/2023,311.6666667,8162.5,87,7593.5
2/27/2023,290,8125,156,7624
2/28/2023,340,8000,123,7606
3/1/2023,320,7900,123,7606
3/2/2023,280,7910,74,7339
3/3/2023,280,7790,115,7481.5
3/4/2023,250,8100,115,7481.5
3/5/2023,293.3333333,7970.833333,115,7481.5
3/6/2023,140,7900,125,7445
3/7/2023,43,7850,99.5,7392
3/8/2023,198.6,7910,99.5,7392
3/9/2023,140,7800,74,7450
3/10/2023,158,7905,99.5,7447.5
3/11/2023,300,7750,99.5,7447.5
3/12/2023,156.2,7841,99.5,7447.5
3/13/2023,340,7500,131,7095
3/14/2023,220,7450,102.5,7272.5
3/15/2023,220,7500,102.5,7272.5
3/16/2023,180,7700,82,6813
3/17/2023,190,7900,106.5,6954
3/18/2023,200,7750,106.5,6954
3/19/2023,225,7633.333333,106.5,6954
3/20/2023,340,7900,144,6897
3/21/2023,320,7750,113,6855
3/22/2023,340,7750,113,6855
3/23/2023,260,7800,10,6325
3/24/2023,220,7700,77,6611
3/25/2023,180,7700,77,6611
3/26/2023,276.6666667,7766.666667,77,6611
3/27/2023,264,7740,85,6911
3/28/2023,250,7737.5,47.5,6618
3/29/2023,220,7733.333333,47.5,6618
3/30/2023,200,7700,61,6843
3/31/2023,180,7700,73,6877
4/1/2023,231.7777778,7729.583333,73,6877
4/2/2023,222.8,7722.166667,73,6877
4/3/2023,220,8005,91,6923
4/4/2023,230,8025,76,6883
4/5/2023,240,8125,76,6883
4/6/2023,230,8051.666667,57,6923
4/7/2023,350,8205,74,6923
4/8/2023,200,8250,74,6923
4/9/2023,248,8122,74,6923
4/10/2023,320,8275,118,7298
4/11/2023,350,8175,87.5,7110.5
4/12/2023,360,8105,87.5,7110.5
4/13/2023,380,8125,72,7234
4/14/2023,310,8150,95,7266
4/15/2023,230,8175,95,7266
4/16/2023,325,8167.5,95,7266
4/17/2023,320,8175,108,7363
4/18/2023,270,8150,90,7298.5
4/19/2023,280,8150,90,7298.5
4/20/2023,285,8125,32,7259
4/21/2023,281,8055,70,7311
4/22/2023,290,8050,70,7311
4/23/2023,287.6666667,8117.5,70,7311
4/24/2023,235,8050,72,7651
4/25/2023,200,8100,52,7455
4/26/2023,210,8000,52,7455
4/27/2023,205,7950,43,7229
4/28/2023,180,7960,57.5,7440
4/29/2023,150,7950,57.5,7440
4/30/2023,196.6666667,8001.666667,57.5,7440
5/1/2023,90,7950,43,7229
5/2/2023,110,8000,7,7142
5/3/2023,120,7950,25,7185.5
5/4/2023,135,7900,79,7013
5/5/2023,120,7850,43,7077.5
5/6/2023,130,7925,43,7077.5
5/7/2023,117.5,7929.166667,43,7077.5
5/8/2023,150,7950,33,7347
5/9/2023,148,7940,56,7180
5/10/2023,152,7750,56,7180
5/11/2023,154,7825,5,6736
5/12/2023,285,8000,19,7041.5
5/13/2023,200,7625,19,7041.5
5/14/2023,181.5,7848.333333,19,7041.5
5/15/2023,153,7650,38,7271
5/16/2023,350,7800,21.5,7003.5
5/17/2023,165,7575,21.5,7003.5
5/18/2023,200,7625,27,7242
5/19/2023,170,7450,32.5,7256.5
5/20/2023,165,7250,32.5,7256.5
5/21/2023,200.5,7558.333333,32.5,7256.5
5/22/2023,180,7250,38,7063
5/23/2023,150,7175,32.5,7152.5
5/24/2023,140,7055,32.5,7152.5
5/25/2023,145,7090,18,6979
5/26/2023,145,7110,28,7021
5/27/2023,155,7175,28,7021
5/28/2023,152.5,7142.5,28,7021
5/29/2023,250,7045,36,6665
5/30/2023,210,7340,27,6822
5/31/2023,181,7152,27,6822
6/1/2023,100,7300,13,6458
6/2/2023,115,7375,24.5,6561.5
6/3/2023,100,7500,24.5,6561.5
6/4/2023,155,7312,24.5,6561.5
6/5/2023,110,7625,11,6618
6/6/2023,115,7650,12,6538
6/7/2023,116,7550,12,6538
6/8/2023,125,7350,6,6642
6/9/2023,145,7350,8.5,6630
6/10/2023,141,7300,8.5,6630
6/11/2023,125.3333333,7470.833333,8.5,6630
6/12/2023,95,7200,19,6782
6/13/2023,25,7200,12.5,6712
6/14/2023,106.2,7280,12.5,6712
6/15/2023,101.5,7262.5,19,7001
6/16/2023,87,7233.333333,19,6891.5
6/17/2023,60,7200,19,6891.5
6/18/2023,60,7200,19,6891.5
6/19/2023,63,7200,16,6738
6/20/2023,63,7200,17.5,6869.5
6/21/2023,130,7300,17.5,6869.5
6/22/2023,195,7250,16,6738
6/23/2023,220,7225,16,6738
6/24/2023,200,7125,16,6738
6/25/2023,161.6,7220,16,6738
6/26/2023,100,7125,27,6712
6/27/2023,97,7100,27,6712
6/28/2023,100,7075,27,6712
6/29/2023,100,7050,27,6712
6/30/2023,80,7125,27,6712
7/1/2023,51,7190,27,6712
7/2/2023,88,7110.833333,27,6712
7/3/2023,80,7200,33,6760
7/4/2023,84,7240,33,6760
7/5/2023,120,7170,33,6760
7/6/2023,25,7150,18,6773
7/7/2023,120,7125,25.5,6766.5
7/8/2023,80,7075,25.5,6766.5
7/9/2023,84.83333333,7160,25.5,6766.5
7/10/2023,50,7175,18,6697
7/11/2023,70,7125,18,6735
7/12/2023,125,7150,18,6735
7/13/2023,120,7125,25,6597
7/14/2023,118,7125,21.5,6647
7/15/2023,120,7125,21.5,6647
7/16/2023,100.5,7137.5,21.5,6647
7/17/2023,370,7075,54,6680
7/18/2023,350,7105,39.5,6638.5
7/19/2023,120,7085,39.5,6638.5
7/20/2023,100,7075,21,6958
7/21/2023,47,7140,37.5,6819
7/22/2023,65,7255,37.5,6819
7/23/2023,175.3333333,7122.5,37.5,6819
7/24/2023,55,7205,10,7675
7/25/2023,80,7155,15.5,7316.5
7/26/2023,120,7325,15.5,7316.5
7/27/2023,100,7350,9,7052
7/28/2023,80,7200,9.5,7363.5
7/29/2023,65,7260,9.5,7363.5
7/30/2023,83.33333333,7249.166667,9.5,7363.5
7/31/2023,75,7275,25,7650
8/1/2023,70,7250,17,7351
8/2/2023,80,7300,17,7351
8/3/2023,100,7255,3,6688
8/4/2023,85,7250,14,7169
8/5/2023,82.1,7500,14,7169
8/6/2023,82.01666667,7305,14,7169
8/7/2023,83.42,7311,3,6688
8/8/2023,80,7575,3,6688
8/9/2023,70,7625,3,6688
8/10/2023,81.1,7700,65,7156
8/11/2023,80,7675,65,7156
8/12/2023,77.5,7875,65,7156
8/13/2023,77.72,7690,65,7156
8/14/2023,85,8000,65,7156
8/15/2023,78.72,7775,65,7156
8/16/2023,140,7900,65,7156
8/17/2023,110,7925,95,7475
8/18/2023,180,7850,95,7475
8/19/2023,240,7725,95,7475
8/20/2023,151,7880,95,7475
8/21/2023,180,7700,95,7475
8/22/2023,130,7725,95,7475
8/23/2023,200,7700,95,7475
8/24/2023,230,7705,95,7475
8/25/2023,135,7725,95,7475
8/26/2023,190,7700,95,7475
8/27/2023,177.5,7709.166667,95,7475
8/28/2023,160,7675,154,7526
8/29/2023,183,7701,154,7526
8/30/2023,178.75,7701.25,154,7526
8/31/2023,80,7755,154,7526
9/1/2023,200,7700,154,7526
9/2/2023,220,7850,154,7526
9/3/2023,165,7745,154,7526
9/4/2023,166.6666667,7768.333333,154,7526
9/5/2023,166.6666667,7768.333333,154,7526
9/6/2023,166.6666667,7768.333333,154,7526
9/7/2023,210,7775,154,7526
9/8/2023,220,7850,154,7526
9/9/2023,182.5,7779.166667,154,7526
9/10/2023,186,7786,154,7526
9/11/2023,100,7700,144,7551
9/12/2023,140,7800,144,7551
9/13/2023,260,7750,144,7551
9/14/2023,220,7700,149,7616
9/15/2023,180,7737.5,146.5,7583.5
9/16/2023,420,7750,146.5,7583.5
9/17/2023,228,7740,146.5,7583.5
9/18/2023,220,7650,117,7454
9/19/2023,50,7250,133,7535
9/20/2023,40,7150,133,7535
9/21/2023,140,7200,189,7415
9/22/2023,200,7150,153,7434.5
9/23/2023,260,7300,153,7434.5
9/24/2023,151.6666667,7283.333333,153,7434.5
9/25/2023,200,7000,157,7360
9/26/2023,180,7100,173,7387.5
9/27/2023,220,7150,173,7387.5
9/28/2023,260,7050,134,7238
9/29/2023,280,7090,145.5,7299
9/30/2023,300,7100,145.5,7299
10/1/2023,240,7081.666667,145.5,7299
10/2/2023,320,7250,179,7055
10/3/2023,360,7350,156.5,7146.5
10/4/2023,400,7150,156.5,7146.5
10/5/2023,360,7200,201,6865
10/6/2023,400,7200,190,6960
10/7/2023,368,7230,190,6960
10/8/2023,368,7230,190,6960
10/9/2023,500,7100,202,6840
10/10/2023,450,7200,201.5,6852.5
10/11/2023,500,7125,201.5,6852.5
10/12/2023,480,7175,117,6856
