date,rj_arrival,rj_price,kr_arrival,kr_price
1/1/2010,610,3375,47,3079
1/2/2010,500,3375,47,3079
1/3/2010,555,3375,47,3079
1/4/2010,550,3375,635,4176
1/5/2010,560,3375,341,3627.5
1/6/2010,600,3250,341,3627.5
1/7/2010,580,3275,84,3222
1/8/2010,550,3250,19,3096
1/9/2010,520,3375,246,3498
1/10/2010,560,3316.666667,246,3498
1/11/2010,250,3375,750,3196
1/12/2010,500,3305,12,2970
1/13/2010,120,3475,90,3009
1/14/2010,360,3368.75,217.75,3067.75
1/15/2010,250,3375,21,3012
1/16/2010,400,3375,218.25,3046.75
1/17/2010,255,3400,218.25,3046.75
1/18/2010,500,3400,1222,3266
1/19/2010,600,3250,33,3129
1/20/2010,560,3250,128,3150
1/21/2010,550,3250,931,3176
1/22/2010,610,3250,93,3169
1/23/2010,450,3350,481.4,3178
1/24/2010,545,3291.666667,481.4,3178
1/25/2010,410,3350,1363,3070
1/26/2010,516,3290,628.75,3141.25
1/27/2010,505,3300,155,2939
1/28/2010,490,3316.666667,896,2971
1/29/2010,430,3350,122,2959
1/30/2010,350,3275,634,2984.75
1/31/2010,380,3312.5,634,2984.75
2/1/2010,420,3250,475,2989
2/2/2010,300,3250,6,2989
2/3/2010,425,3275,95,2969
2/4/2010,430,3300,174.5,2976.5
2/5/2010,380,3300,88,3080
2/6/2010,420,3300,166,3006.75
2/7/2010,395.8333333,3279.166667,166,3006.75
2/8/2010,405,3350,974,3059
2/9/2010,410,3375,7,2975
2/10/2010,400,3400,356.3333333,3038
2/11/2010,420,3400,356.3333333,3038
2/12/2010,411,3365,490.5,3017
2/13/2010,460,3375,490.5,3017
2/14/2010,419,3380,490.5,3017
2/15/2010,420,3375,768,3989
2/16/2010,400,3350,8,3070
2/17/2010,415,3350,78,3099
2/18/2010,405,3275,786,3109
2/19/2010,400,3375,118,3116
2/20/2010,395,3375,351.6,3276.6
2/21/2010,405.8333333,3350,351.6,3276.6
2/22/2010,385,3375,833,3160
2/23/2010,450,3350,8,3109
2/24/2010,420,3250,436.25,3123.5
2/25/2010,410,3350,319.6666667,3128.333333
2/26/2010,400,3250,420.5,3134.5
2/27/2010,300,3250,420.5,3134.5
2/28/2010,394.1666667,3304.166667,420.5,3134.5
3/1/2010,396,3290,8,3109
3/2/2010,210,3425,26,3059
3/3/2010,300,3450,82,3089
3/4/2010,300,3400,743,3119
3/5/2010,280,3375,61,3026
3/6/2010,460,3350,228,3073.25
3/7/2010,310,3400,228,3073.25
3/8/2010,420,3350,826,3189
3/9/2010,410,3375,7,2929
3/10/2010,395,3375,54,3089
3/11/2010,400,3250,546,3149
3/12/2010,390,3400,34,2889
3/13/2010,415,3400,293.4,3049
3/14/2010,405,3358.333333,293.4,3049
3/15/2010,410,3375,160.25,3014
3/16/2010,375,3450,211.3333333,3042.333333
3/17/2010,400,3375,290,3019
3/18/2010,402,3400,137,3029
3/19/2010,410,3350,31,2979
3/20/2010,420,3500,84,3004
3/21/2010,402.8333333,3408.333333,84,3004
3/22/2010,400,3525,447,3089
3/23/2010,406.4,3430,4,3029
3/24/2010,408,3443.75,27,3070
3/25/2010,410,3458.333333,301,3139
3/26/2010,410,3512.5,33,3170
3/27/2010,400,3525,162.4,3099.4
3/28/2010,400,3525,162.4,3099.4
3/29/2010,405.7333333,3482.430556,343,3190
3/30/2010,405.6,3492.916667,176,3142.25
3/31/2010,405,3505.208333,16,3249
4/1/2010,403.3333333,3520.833333,252,3989
4/2/2010,165,3500,203.6666667,3476
4/3/2010,235,3500,203.6666667,3476
4/4/2010,200,3500,203.6666667,3476
4/5/2010,320,3500,367,3169
4/6/2010,350,3425,211.6666667,3469
4/7/2010,325,3525,16,3189
4/8/2010,345,3500,191.5,3179
4/9/2010,394,3500,191.5,3179
4/10/2010,378,3475,191.5,3179
4/11/2010,352,3487.5,191.5,3179
4/12/2010,255,3450,355,3249
4/13/2010,339.4,3490,3,3089
4/14/2010,343,3481.25,179,3169
4/15/2010,342.3333333,3475,249,3089
4/16/2010,265,3475,23,3229
4/17/2010,259,3500,157.5,3164
4/18/2010,259.6666667,3475,157.5,3164
4/19/2010,180,3500,318,3279
4/20/2010,253,3450,3,3082
4/21/2010,258,3350,15,3162
4/22/2010,236,3400,237,3210
4/23/2010,213,3375,10,3004
4/24/2010,194,3375,116.6,3147.4
4/25/2010,222.3333333,3408.333333,116.6,3147.4
4/26/2010,176,3400,223,3061
4/27/2010,169,3375,121.25,3109.25
4/28/2010,250,3375,156.6666667,3091.666667
4/29/2010,200.4,3380,105,3269
4/30/2010,197.25,3381.25,5,2989
5/1/2010,198.3333333,3383.333333,111,3106.333333
5/2/2010,198.3333333,3383.333333,111,3106.333333
5/3/2010,209.5,3375,146,2969
5/4/2010,105,3400,20,2929
5/5/2010,120,3375,29,2616
5/6/2010,160,3400,50,2875.75
5/7/2010,128.3333333,3391.666667,19,3000
5/8/2010,128.3333333,3391.666667,53.5,2878.5
5/9/2010,128.3333333,3391.666667,53.5,2878.5
5/10/2010,128.3333333,3391.666667,140,2609
5/11/2010,140,3387.5,1,2800
5/12/2010,160,3400,53.33333333,2803
5/13/2010,135.5555556,3392.361111,58,2993
5/14/2010,137,3392.5,2,2935
5/15/2010,140,3450,50.25,2834.25
5/16/2010,140,3450,50.25,2834.25
5/17/2010,125,3450,20.33333333,2909.333333
5/18/2010,145,3425,9,3046
5/19/2010,165,3400,23,2991.333333
5/20/2010,210,3400,52,2969
5/21/2010,150,3475,30.5,3007.5
5/22/2010,205,3400,30.5,3007.5
5/23/2010,166.6666667,3425,30.5,3007.5
5/24/2010,125,3400,53,3191
5/25/2010,79,3475,52.5,3080
5/26/2010,140,3450,3,3090
5/27/2010,165,3500,28,3140.5
5/28/2010,135,3525,1,3109
5/29/2010,175,3500,19,3130
5/30/2010,136.5,3475,19,3130
5/31/2010,240,3475,73,3269
6/1/2010,230,3450,1,3189
6/2/2010,218,3400,3,3229
6/3/2010,120,3400,59,4009
6/4/2010,142.5,3400,34,3424
6/5/2010,142,3400,34,3424
6/6/2010,182.0833333,3420.833333,34,3424
6/7/2010,139,3350,102,3339
6/8/2010,152.3,3390,54.66666667,3525.666667
6/9/2010,56,3425,5,3289
6/10/2010,49,3400,33,3200
6/11/2010,156,3375,2,3189
6/12/2010,260,3375,35.5,3254.25
6/13/2010,132,3385,35.5,3254.25
6/14/2010,230,3400,28,3252
6/15/2010,240,3375,17,3232.5
6/16/2010,142.5,3475,2,3119
6/17/2010,205.7,3400,22,3269
6/18/2010,127,3475,17.33333333,3213.333333
6/19/2010,170,3425,17.33333333,3213.333333
6/20/2010,181.9,3430,17.33333333,3213.333333
6/21/2010,216,3500,100,3319
6/22/2010,163.875,3468.75,41.33333333,3235.666667
6/23/2010,225,3450,61,3289
6/24/2010,230,3425,57,3289
6/25/2010,220,3500,72.66666667,3299
6/26/2010,180,3525,72.66666667,3299
6/27/2010,214.2,3480,72.66666667,3299
6/28/2010,136,3525,79,3319
6/29/2010,210,3475,65.66666667,3299
6/30/2010,190,3500,68,3304
7/1/2010,140,3475,14,3649
7/2/2010,190,3500,46.5,3484
7/3/2010,140,3425,46.5,3484
7/4/2010,167.6666667,3483.333333,46.5,3484
7/5/2010,174,3475,2,3819
7/6/2010,45,3475,8,3734
7/7/2010,30,3450,1,3539
7/8/2010,31,3450,67,3369
7/9/2010,35,3500,23.33333333,3575.666667
7/10/2010,74,3500,23.33333333,3575.666667
7/11/2010,43,3475,23.33333333,3575.666667
7/12/2010,90,3500,68,4059
7/13/2010,52,3480,45.33333333,3655.666667
7/14/2010,85,3600,67.5,3714
7/15/2010,150,3575,39,3339
7/16/2010,125,3500,2,3219
7/17/2010,31,3600,36.33333333,3539
7/18/2010,96.2,3555,36.33333333,3539
7/19/2010,42.5,3550,20.5,3279
7/20/2010,35,3575,20.5,3279
7/21/2010,55,3600,1,3109
7/22/2010,33,3575,3,3189
7/23/2010,30.4,3550,2,3149
7/24/2010,35.3,3600,2,3149
7/25/2010,38.53333333,3575,2,3149
7/26/2010,38.5,3600,29,4009
7/27/2010,13,3600,11,3435.666667
7/28/2010,16.5,3600,16,3599
7/29/2010,47,3575,18,3019
7/30/2010,35,3575,23.5,3514
7/31/2010,23,3600,23.5,3514
8/1/2010,28.83333333,3591.666667,23.5,3514
8/2/2010,7.5,3650,57,4059
8/3/2010,25.8,3600,37.5,3539
8/4/2010,5,3575,37.5,3539
8/5/2010,36.4,3600,47,3229
8/6/2010,43.5,3600,52,3644
8/7/2010,30.5,3650,52,3644
8/8/2010,24.58,3615,52,3644
8/9/2010,27.8,3625,47,3229
8/10/2010,15,3575,47,3229
8/11/2010,26.6,3650,47,3229
8/12/2010,6.9,3625,115,4059
8/13/2010,21.1,3650,115,4059
8/14/2010,16.7,3675,115,4059
8/15/2010,19.01666667,3633.333333,115,4059
8/16/2010,17.26,3635,78,3281
8/17/2010,17,3675,96.5,3670
8/18/2010,42.2,3750,96.5,3670
8/19/2010,15.4,3750,111,4019
8/20/2010,22.825,3712.5,4,3269
8/21/2010,45,3700,64.33333333,3523
8/22/2010,29.9,3718.75,64.33333333,3523
8/23/2010,18.3,3750,155,4229
8/24/2010,30.225,3737.5,90,3839
8/25/2010,26,3750,90,3839
8/26/2010,23.2,3750,36,3219
8/27/2010,15,3775,2,3409
8/28/2010,3.5,3900,64.33333333,3619
8/29/2010,17.2,3785,64.33333333,3619
8/30/2010,16.925,3793.75,50,2969
8/31/2010,16.925,3793.75,76,4024
9/1/2010,13.9,3808.333333,41,3405.25
9/2/2010,9.25,3837.5,42.66666667,3467.333333
9/3/2010,3.5,3900,63,3496.5
9/4/2010,12.95,3819.722222,63,3496.5
9/5/2010,12.1,3826.666667,63,3496.5
9/6/2010,10.89375,3834.895833,132,3539
9/7/2010,4,3800,132,3539
9/8/2010,4,3800,23,4036
9/9/2010,4.5,4075,77.5,3787.5
9/10/2010,4.25,3937.5,77.5,3787.5
9/11/2010,10.3,4050,77.5,3787.5
9/12/2010,6.266666667,3975,77.5,3787.5
9/13/2010,8.3,4150,23,4036
9/14/2010,20.7,4250,23,4036
9/15/2010,21.7,4375,59.33333333,3870.333333
9/16/2010,14.3,4250,55.7,3886.9
9/17/2010,22,4175,50.25,3911.75
9/18/2010,17.4,4240,41.16666667,3953.166667
9/19/2010,17.4,4240,23,4036
9/20/2010,34.2,4250,522,3579
9/21/2010,42.2,4250,4,3296
9/22/2010,42.1,4250,28,3889
9/23/2010,23.2,4250,316,4039
9/24/2010,35,4000,217.5,3700.75
9/25/2010,56,4125,217.5,3700.75
9/26/2010,38.78333333,4187.5,217.5,3700.75
9/27/2010,59,4050,558,3516
9/28/2010,62,4000,14,3369
9/29/2010,59,3900,169,3589
9/30/2010,42.5,3950,78,3596
10/1/2010,78,4000,24,3669
10/2/2010,60.1,3980,168.6,3547.8
10/3/2010,60.1,3980,168.6,3547.8
10/4/2010,185,4000,836,3489
10/5/2010,91.125,3962.5,37,3409
10/6/2010,185,4000,228,3579
10/7/2010,180,4050,281.25,3536.5
10/8/2010,178,4050,258,3929
10/9/2010,182,4025,339.75,3601.5
10/10/2010,182,4025,339.75,3601.5
10/11/2010,181,4033.333333,1257,3769
10/12/2010,181,4033.333333,44,3629
10/13/2010,179,4050,139,3569
10/14/2010,178,4050,1008,3819
10/15/2010,180.5,4036.111111,232,4719
10/16/2010,180.2,4038.333333,536,3901
10/17/2010,179.75,4041.666667,536,3901
10/18/2010,235,4325,1236,4009
10/19/2010,237,4375,49,3669
10/20/2010,237,4375,307,4019
10/21/2010,236.3333333,4358.333333,1487,4089
10/22/2010,236.3333333,4358.333333,769.75,3946.5
10/23/2010,565,4375,769.75,3946.5
10/24/2010,318.5,4362.5,769.75,3946.5
10/25/2010,765,4500,1633,4286
10/26/2010,785,4500,51,4289
10/27/2010,755,4500,420,4691
10/28/2010,655,4450,1537,4296
10/29/2010,705,4350,418,4499
10/30/2010,733,4460,811.8,4412.2
10/31/2010,733,4460,811.8,4412.2
11/1/2010,725,4450,606.5,4443.75
11/2/2010,1150,4300,570,3835
11/3/2010,60,4250,5,4209
11/4/2010,638.3333333,4300,824,4049
11/5/2010,605,4275,466.3333333,4031
11/6/2010,605,4275,466.3333333,4031
11/7/2010,605,4275,842,4219
11/8/2010,605,4275,560.25,4078
11/9/2010,60,4250,64,4061
11/10/2010,1140,4650,490,4289
11/11/2010,810,4700,1720,4381
11/12/2010,975,4675,64,4039
11/13/2010,840,4550,636,4197.8
11/14/2010,930,4633.333333,584.5,4192.5
11/15/2010,930,4633.333333,1820,3889
11/16/2010,950,4500,33,3689
11/17/2010,680,4500,909.25,3999.5
11/18/2010,240,4550,504,3569
11/19/2010,650,4600,291,3621
11/20/2010,850,4500,662,3692
11/21/2010,674,4530,662,3692
11/22/2010,980,4500,1422,4549
11/23/2010,260,4400,739,3913
11/24/2010,120,4450,739,3913
11/25/2010,572,4490,1225,3509
11/26/2010,552.5,4462.5,248,4865
11/27/2010,840,4375,965,4307.666667
11/28/2010,550,4431.25,965,4307.666667
11/29/2010,2080,4400,1443,3739
11/30/2010,270,4500,30,3559
12/1/2010,1300,4425,158,3439
12/2/2010,850,4450,1010,3489
12/3/2010,950,4400,136,3389
12/4/2010,1060,4500,555.4,3523
12/5/2010,1085,4445.833333,555.4,3523
12/6/2010,886,4455,481,3669
12/7/2010,1040,4443.75,17,3329
12/8/2010,953.3333333,4450,56,3451
12/9/2010,1005,4450,698,3709
12/10/2010,1060,4500,59,4019
12/11/2010,1500,4500,262.2,3635.4
12/12/2010,1500,4500,262.2,3635.4
12/13/2010,1600,4425,904,3801
12/14/2010,1550,4462.5,16,3496
12/15/2010,1550,4462.5,74,3769
12/16/2010,1500,4350,1033,4189
12/17/2010,1533.333333,4425,506.75,3813.75
12/18/2010,1000,4425,506.75,3813.75
12/19/2010,1366.666667,4400,506.75,3813.75
12/20/2010,1300,4425,888,3889
12/21/2010,900,4450,19,3619
12/22/2010,1100,4450,71,3969
12/23/2010,1200,4400,885,3989
12/24/2010,900,4350,46,3879
12/25/2010,800,4375,381.8,3869
12/26/2010,1033.333333,4408.333333,381.8,3869
12/27/2010,850,4375,975,4009
12/28/2010,900,4400,13,3876
12/29/2010,700,4400,97,3979
12/30/2010,830,4380,476,4659
12/31/2010,700,4500,390.25,4130.75
1/1/2011,570,4450,390.25,4130.75
1/2/2011,744,4425,390.25,4130.75
1/3/2011,1030,4450,195.3333333,4171.333333
1/4/2011,1050,4425,286.5,4319
1/5/2011,980,4450,61,4009
1/6/2011,780,4425,1102,4269
1/7/2011,820,4425,64,4199
1/8/2011,820,4500,409,4159
1/9/2011,913.3333333,4445.833333,409,4159
1/10/2011,920,4525,1327,4867
1/11/2011,890,4550,638.5,4336
1/12/2011,880,4525,831,4445
1/13/2011,810,4500,922,4392
1/14/2011,864,4520,15,4039
1/15/2011,510,4775,754.6666667,4432.666667
1/16/2011,802,4575,754.6666667,4432.666667
1/17/2011,980,5000,552,4389
1/18/2011,990,5050,496.3333333,4273.333333
1/19/2011,910,4750,12,4619
1/20/2011,847.5,4893.75,59,4409
1/21/2011,847.5,4893.75,18,4679
1/22/2011,960,4933.333333,160.25,4524
1/23/2011,960,4933.333333,160.25,4524
1/24/2011,980,5375,380,5594
1/25/2011,970,5250,117.25,4825.25
1/26/2011,975,5312.5,152.3333333,4894
1/27/2011,1190,5375,485,4889
1/28/2011,1210,5950,37,4819
1/29/2011,1240,5425,300.6666667,5100.666667
1/30/2011,1118,5475,300.6666667,5100.666667
1/31/2011,1160,5375,590,5049
2/1/2011,900,5750,20,5019
2/2/2011,1140,5575,36,4959
2/3/2011,1127.5,5625,516,5049
2/4/2011,1070,5540,36,5300
2/5/2011,1043.333333,5555,239.6,5075.2
2/6/2011,1043.333333,5555,239.6,5075.2
2/7/2011,750,5585,804,5159
2/8/2011,500,6500,348,5116.75
2/9/2011,750,6475,48,5599
2/10/2011,650,6750,573,5799
2/11/2011,960,6925,23,5809
2/12/2011,850,6900,362,5591.5
2/13/2011,750,6325,362,5591.5
2/14/2011,743.3333333,6645.833333,781,6239
2/15/2011,792,6675,12,6159
2/16/2011,650,5875,347.25,6001.5
2/17/2011,650,5825,856,6129
2/18/2011,725,6231.25,549.6666667,6175.666667
2/19/2011,500,5950,549.6666667,6175.666667
2/20/2011,600,5883.333333,549.6666667,6175.666667
2/21/2011,350,6050,434,6144
2/22/2011,350,6550,6,5741
2/23/2011,320,6375,47,6019
2/24/2011,300,5825,771,6029
2/25/2011,250,5585,97,5569
2/26/2011,200,6150,230.25,5839.5
2/27/2011,295,6089.166667,230.25,5839.5
2/28/2011,250,6575,965,5981
3/1/2011,450,6325,18,5669
3/2/2011,290,6092,462.75,5812
3/3/2011,500,6300,360,5739.666667
3/4/2011,500,6275,491.5,5825
3/5/2011,600,6300,491.5,5825
3/6/2011,460,6355,491.5,5825
3/7/2011,300,6500,756,5989
3/8/2011,475,6343.75,756,5989
3/9/2011,500,6375,756,5989
3/10/2011,350,6325,756,5989
3/11/2011,400,6425,756,5989
3/12/2011,350,6450,756,5989
3/13/2011,380,6415,756,5989
3/14/2011,400,6393.75,756,5989
3/15/2011,450,6250,756,5989
3/16/2011,420,6500,756,5989
3/17/2011,350,6375,756,5989
3/18/2011,350,6500,756,5989
3/19/2011,250,6255,756,5989
3/20/2011,364,6376,756,5989
3/21/2011,190,6500,756,5989
3/22/2011,312,6426,756,5989
3/23/2011,312.5,6500,756,5989
3/24/2011,871,6625,756,5989
3/25/2011,326,7000,756,5989
3/26/2011,32,6750,756,5989
3/27/2011,346.3,6675,756,5989
3/28/2011,385.375,6718.75,756,5989
3/29/2011,385.375,6718.75,756,5989
3/30/2011,409.6666667,6791.666667,756,5989
3/31/2011,179,6875,756,5989
4/1/2011,32,6750,31,6049
4/2/2011,289.6194444,6754.861111,31,6049
4/3/2011,278.2833333,6770.833333,31,6049
4/4/2011,306,6775,31,6049
4/5/2011,316,6750,31,6049
4/6/2011,381,6700,8,6198
4/7/2011,410,6500,334,6231
4/8/2011,353.25,6681.25,7,6176
4/9/2011,426,6275,116.3333333,6201.666667
4/10/2011,367.8,6600,116.3333333,6201.666667
4/11/2011,383.25,6556.25,338,6109
4/12/2011,405.6666667,6491.666667,6,5019
4/13/2011,418,6387.5,94,6269
4/14/2011,393,5850,111.25,5893.25
4/15/2011,206,5900,93,5889
4/16/2011,242,5800,132.75,5821.5
4/17/2011,280.3333333,5850,132.75,5821.5
4/18/2011,280.3333333,5850,64.33333333,5725.666667
4/19/2011,280.3333333,5850,30,5729
4/20/2011,280.3333333,5850,90,5489
4/21/2011,398,5550,627,4669
4/22/2011,320,5675,249,5295.666667
4/23/2011,398,5550,249,5295.666667
4/24/2011,398,5550,249,5295.666667
4/25/2011,279,5550,249,5295.666667
4/26/2011,265,5875,11,4291
4/27/2011,314,5658.333333,8,4479
4/28/2011,265,5100,392,4359
4/29/2011,269.6666667,5508.333333,12,4296
4/30/2011,253,4750,105.75,4356.25
5/1/2011,265.5,5318.75,105.75,4356.25
5/2/2011,150,5250,236,3739
5/3/2011,100,4750,162,4218.25
5/4/2011,95,4750,13,3550
5/5/2011,149.5,4875,79,3911
5/6/2011,149.5,4875,109.3333333,3733.333333
5/7/2011,70,4625,109.3333333,3733.333333
5/8/2011,103.75,4843.75,109.3333333,3733.333333
5/9/2011,85,3750,84,3409
5/10/2011,45,3750,58.66666667,3623.333333
5/11/2011,65,3875,81.5,3660
5/12/2011,55,4250,84,3409
5/13/2011,64,4050,84,3409
5/14/2011,62.5,3906.25,84,3409
5/15/2011,62.5,3906.25,84,3409
5/16/2011,30,3750,79.36111111,3486.555556
5/17/2011,50,3958.333333,83.5,3459.2
5/18/2011,42.5,4000,84,3409
5/19/2011,30,3750,84,3409
5/20/2011,30,3750,84,3409
5/21/2011,30,3750,84,3409
5/22/2011,30,3750,83.14351852,3430.292593
5/23/2011,35,3875,83.9,3419.04
5/24/2011,45,4375,84,3409
5/25/2011,40,4250,84,3409
5/26/2011,40,4166.666667,20,3469
5/27/2011,40,4166.666667,20,3469
5/28/2011,140,4875,20,3469
5/29/2011,65,4343.75,20,3469
5/30/2011,185,4250,34,3529
5/31/2011,300,4250,27,3499
6/1/2011,360,4250,27,3499
6/2/2011,250,3750,31,3359
6/3/2011,247,4275,32.5,3444
6/4/2011,273.75,4125,32.5,3444
6/5/2011,273.75,4125,32.5,3444
6/6/2011,303.3333333,4083.333333,22,3396
6/7/2011,305,4000,2,3366
6/8/2011,75,3750,18.33333333,3373.666667
6/9/2011,100,3500,19,4211
6/10/2011,61.5,3750,14.33333333,3657.666667
6/11/2011,80,3750,14.33333333,3657.666667
6/12/2011,79.125,3687.5,14.33333333,3657.666667
6/13/2011,125,4000,38,3709
6/14/2011,160,4000,28.5,3960
6/15/2011,220,3900,28.5,3960
6/16/2011,295,3900,10,3620
6/17/2011,315,3950,24,3664.5
6/18/2011,223,3950,24,3664.5
6/19/2011,223,3950,24,3664.5
6/20/2011,300,3900,37,3219
6/21/2011,315,3750,23.5,3419.5
6/22/2011,270,3800,23.5,3419.5
6/23/2011,300,3850,37,3219
6/24/2011,216,3900,37,3219
6/25/2011,275.25,3837.5,37,3219
6/26/2011,275.25,3837.5,37,3219
6/27/2011,305,4000,45,3089
6/28/2011,220,4000,45,3089
6/29/2011,235,4000,45,3089
6/30/2011,195,3925,22,2909
7/1/2011,205,3900,33.5,2999
7/2/2011,145,3925,33.5,2999
7/3/2011,217.5,3958.333333,33.5,2999
7/4/2011,105,3750,50,3459
7/5/2011,131,3875,36,3184
7/6/2011,175,3900,36,3184
7/7/2011,152.2,3870,30,3098
7/8/2011,139,3862.5,1,3249
7/9/2011,100,3500,27,3268.666667
7/10/2011,127.75,3756.25,27,3268.666667
7/11/2011,42.5,3250,76,3250
7/12/2011,105.8333333,3550,35.66666667,3199
7/13/2011,105,3400,35.66666667,3199
7/14/2011,122.5,3350,31,4009
7/15/2011,92.5,3375,53.5,3629.5
7/16/2011,115,3500,53.5,3629.5
7/17/2011,96.25,3375,53.5,3629.5
7/18/2011,56,3750,40,3096
7/19/2011,62,3500,35.5,3552.5
7/20/2011,97.5,3250,35.5,3552.5
7/21/2011,187.5,3250,72,4229
7/22/2011,146,3250,56,3662.5
7/23/2011,109.8,3400,56,3662.5
7/24/2011,109.8,3400,56,3662.5
7/25/2011,95,3250,168,2969
7/26/2011,61,3250,1,2569
7/27/2011,122.375,3250,80.33333333,3255.666667
7/28/2011,122.5,3250,108,3109
7/29/2011,155,3300,2,3070
7/30/2011,87.5,3625,69.75,2929.25
7/31/2011,104.2,3335,69.75,2929.25
8/1/2011,74,3500,109,3430
8/2/2011,160,3450,73,3203
8/3/2011,180,3500,73,3203
8/4/2011,185,3550,55.5,3250
8/5/2011,137.3,3525,109,3430
8/6/2011,245,3500,109,3430
8/7/2011,168.8,3500,109,3430
8/8/2011,80,4125,149,4069
8/9/2011,172.5,3668.75,149,4069
8/10/2011,210,4000,149,4069
8/11/2011,178.3333333,3875,122,4369
8/12/2011,178.3333333,3875,9,3196
8/13/2011,145,4062.5,93.33333333,3878
8/14/2011,145,4062.5,93.33333333,3878
8/15/2011,210,4000,65.5,3782.5
8/16/2011,490,3875,3,3009
8/17/2011,220,4100,2,3189
8/18/2011,355,3987.5,275,4119
8/19/2011,560,4000,13,3059
8/20/2011,250,4000,73.25,3344
8/21/2011,380,3993.75,73.25,3344
8/22/2011,380,3993.75,175,4439
8/23/2011,343.3333333,4033.333333,116.25,3701.5
8/24/2011,405,4000,154.3333333,3872.333333
8/25/2011,405,4000,200,3249
8/26/2011,310,4100,187.5,3844
8/27/2011,620,3875,187.5,3844
8/28/2011,465,3987.5,187.5,3844
8/29/2011,465,3987.5,160,4369
8/30/2011,175,3950,180,3809
8/31/2011,225,3900,180,3809
9/1/2011,205,4125,160,4369
9/2/2011,225,3750,160,4369
9/3/2011,240,3750,160,4369
9/4/2011,214,3895,160,4369
9/5/2011,265,3800,163,3049
9/6/2011,235,3750,163,3049
9/7/2011,44,4250,3,3329
9/8/2011,140,4000,139,3689
9/9/2011,285,4000,4,3309
9/10/2011,305,4250,77.25,3344
9/11/2011,212.3333333,4008.333333,77.25,3344
9/12/2011,228,4000,257,3437
9/13/2011,165,4000,100.75,3441
9/14/2011,362,4000,2,3589
9/15/2011,305,4000,187,3911
9/16/2011,505,4000,1,4049
9/17/2011,285,4000,111.75,3746.5
9/18/2011,308.3333333,4000,111.75,3746.5
9/19/2011,545,4125,345,4039
9/20/2011,405,4000,1,3969
9/21/2011,409,4025,7,4060
9/22/2011,435,4031.25,170,3919
9/23/2011,411.6666667,4041.666667,2,4009
9/24/2011,475,4062.5,105,3999.2
9/25/2011,475,4062.5,105,3999.2
9/26/2011,405,4000,366,3989
9/27/2011,435.1111111,4037.152778,136.25,3994.25
9/28/2011,440.3333333,4039.583333,1,4011
9/29/2011,368,3750,241,4009
9/30/2011,355,3780,4,4056
10/1/2011,361.5,3765,153,4016.25
10/2/2011,361.5,3765,153,4016.25
10/3/2011,361.5,3765,306,4100
10/4/2011,361.5,3765,138,4044
10/5/2011,361.5,3765,183.6666667,4055
10/6/2011,355,3780,155,4078
10/7/2011,360.4166667,3767.5,9,4149
10/8/2011,360.2,3768,157.5,4124.5
10/9/2011,359.875,3768.75,157.5,4124.5
10/10/2011,600,3750,642,3986
10/11/2011,500,3750,325.5,4067.5
10/12/2011,500,3800,15,4209
10/13/2011,600,3500,299,4269
10/14/2011,500,4000,28,4179
10/15/2011,500,3875,246,4160.75
10/16/2011,533.3333333,3779.166667,246,4160.75
10/17/2011,700,3500,615,4169
10/18/2011,500,3750,11,4049
10/19/2011,800,3875,46,4111
10/20/2011,600,3750,964,3869
10/21/2011,620,3750,78,3883
10/22/2011,450,3825,342.8,4016.2
10/23/2011,610,3740,342.8,4016.2
10/24/2011,250,3750,22,4383
10/25/2011,525,3800,277.5,4061.5
10/26/2011,433.3333333,3775,12,3719
10/27/2011,350,3787.5,529,3987
10/28/2011,350,3787.5,187.6666667,4029.666667
10/29/2011,250,3750,187.6666667,4029.666667
10/30/2011,250,3750,187.6666667,4029.666667
10/31/2011,359.7222222,3775,723,3989
11/1/2011,326.6666667,3770,421.3333333,3898.333333
11/2/2011,300,3768.75,113,3969
11/3/2011,283.3333333,3762.5,1197,3918
11/4/2011,250,3750,100,3989
11/5/2011,250,3750,533.25,3966.25
11/6/2011,294.9537037,3762.708333,533.25,3966.25
11/7/2011,282,3760.25,834,4169
11/8/2011,270.8333333,3757.8125,28,4066
11/9/2011,261.1111111,3754.166667,631,4069
11/10/2011,250,3750,398.25,4073.25
11/11/2011,250,3750,497.6666667,4101.333333
11/12/2011,268.1496914,3755.822917,497.6666667,4101.333333
11/13/2011,262.7888889,3754.445833,497.6666667,4101.333333
11/14/2011,257.9861111,3752.994792,329.5,4067.5
11/15/2011,253.7037037,3751.388889,148,3979
11/16/2011,250,3750,148,3889
11/17/2011,250,3750,976,3929
11/18/2011,257.1047325,3752.442072,424,3932.333333
11/19/2011,254.8957407,3751.765903,424,3932.333333
11/20/2011,252.9224537,3751.09592,424,3932.333333
11/21/2011,251.2345679,3750.462963,1645,3891
11/22/2011,250,3750,10,3850
11/23/2011,250,3750,235,3869
11/24/2011,252.6929158,3750.961143,1527,4832
11/25/2011,251.8105525,3750.664957,58,3700
11/26/2011,251.0392554,3750.389721,695,4028.4
11/27/2011,250.4115226,3750.154321,695,4028.4
11/28/2011,250,3750,485,3700
11/29/2011,250,3750,8,3566
11/30/2011,250.9923744,3750.36169,67,3789
12/1/2011,250.6522661,3750.2418,643,3896
12/2/2011,250.3626945,3750.13601,63,3800
12/3/2011,250.1371742,3750.05144,253.2,3750.2
12/4/2011,250,3750,253.2,3750.2
